,dt,AverageTemperature,AverageTemperatureUncertainty,Country
162460,1852-03-01,-3.1710000000000003,1.2830000000000001,Estonia
162461,1852-04-01,-1.5960000000000003,1.814,Estonia
162462,1852-05-01,9.183,1.202,Estonia
162463,1852-06-01,16.194000000000006,0.755,Estonia
162464,1852-07-01,16.740000000000002,1.742,Estonia
162465,1852-08-01,16.147000000000002,1.015,Estonia
162466,1852-09-01,11.509,1.213,Estonia
162467,1852-10-01,1.6680000000000001,1.166,Estonia
162468,1852-11-01,-3.716,1.31,Estonia
162469,1852-12-01,-2.839,1.777,Estonia
162470,1853-01-01,-3.752,1.266,Estonia
162471,1853-02-01,-6.8039999999999985,1.01,Estonia
162472,1853-03-01,-7.237999999999999,1.617,Estonia
162473,1853-04-01,0.71,1.078,Estonia
162474,1853-05-01,9.927999999999999,0.823,Estonia
162475,1853-06-01,16.212,1.0070000000000001,Estonia
162476,1853-07-01,17.727,0.8640000000000001,Estonia
162477,1853-08-01,14.771999999999998,1.064,Estonia
162478,1853-09-01,11.17,0.731,Estonia
162479,1853-10-01,6.478,0.92,Estonia
162480,1853-11-01,0.09200000000000004,1.953,Estonia
162481,1853-12-01,-4.2360000000000015,1.137,Estonia
162482,1854-01-01,-10.007,1.9369999999999998,Estonia
162483,1854-02-01,-6.8260000000000005,1.419,Estonia
162484,1854-03-01,-3.029,1.3880000000000001,Estonia
162485,1854-04-01,2.355,0.9209999999999999,Estonia
162486,1854-05-01,12.014,0.8190000000000001,Estonia
162487,1854-06-01,15.526,1.15,Estonia
162488,1854-07-01,18.895,1.287,Estonia
162489,1854-08-01,17.97,1.575,Estonia
162490,1854-09-01,10.043,0.5870000000000001,Estonia
162491,1854-10-01,6.651,0.975,Estonia
162492,1854-11-01,-1.4469999999999998,0.917,Estonia
162493,1854-12-01,-2.008,2.803,Estonia
162494,1855-01-01,-7.665,1.9969999999999999,Estonia
162495,1855-02-01,-13.385000000000002,1.758,Estonia
162496,1855-03-01,-4.448,0.679,Estonia
162497,1855-04-01,2.3440000000000003,1.653,Estonia
162498,1855-05-01,10.004,1.189,Estonia
162499,1855-06-01,16.053,1.105,Estonia
162500,1855-07-01,19.881,1.104,Estonia
162501,1855-08-01,15.229,0.907,Estonia
162502,1855-09-01,10.192,0.5920000000000001,Estonia
162503,1855-10-01,6.726,1.3219999999999998,Estonia
162504,1855-11-01,-1.3769999999999998,0.763,Estonia
162505,1855-12-01,-8.911,2.467,Estonia
162506,1856-01-01,-5.380000000000001,0.6940000000000001,Estonia
162507,1856-02-01,-8.834,1.626,Estonia
162508,1856-03-01,-7.4849999999999985,1.17,Estonia
162509,1856-04-01,2.1319999999999997,0.925,Estonia
162510,1856-05-01,9.346,1.626,Estonia
162511,1856-06-01,14.169,1.848,Estonia
162512,1856-07-01,16.205000000000002,0.65,Estonia
162513,1856-08-01,12.788999999999998,1.6480000000000001,Estonia
162514,1856-09-01,10.073,1.55,Estonia
162515,1856-10-01,4.927,0.7879999999999999,Estonia
162516,1856-11-01,-5.059,0.8009999999999999,Estonia
162517,1856-12-01,-3.641,1.75,Estonia
162518,1857-01-01,-8.314,0.963,Estonia
162519,1857-02-01,-4.254,1.521,Estonia
162520,1857-03-01,-1.082,0.946,Estonia
162521,1857-04-01,2.141,0.735,Estonia
162522,1857-05-01,8.144,0.872,Estonia
162523,1857-06-01,13.550999999999998,0.762,Estonia
162524,1857-07-01,15.943,0.725,Estonia
162525,1857-08-01,17.250999999999998,1.161,Estonia
162526,1857-09-01,10.191,0.88,Estonia
162527,1857-10-01,6.5760000000000005,1.1320000000000001,Estonia
162528,1857-11-01,0.11199999999999999,0.794,Estonia
162529,1857-12-01,-0.4860000000000002,0.802,Estonia
162530,1858-01-01,-4.7250000000000005,2.2119999999999997,Estonia
162531,1858-02-01,-6.38,0.5770000000000001,Estonia
162532,1858-03-01,-3.344,1.196,Estonia
162533,1858-04-01,2.3120000000000003,1.611,Estonia
162534,1858-05-01,11.097,1.234,Estonia
162535,1858-06-01,15.585,1.52,Estonia
162536,1858-07-01,19.893,1.369,Estonia
162537,1858-08-01,18.342,1.139,Estonia
162538,1858-09-01,13.07,1.249,Estonia
162539,1858-10-01,6.3820000000000014,0.902,Estonia
162540,1858-11-01,-3.772,1.4240000000000002,Estonia
162541,1858-12-01,-3.847,1.036,Estonia
162542,1859-01-01,-2.053000000000001,0.8029999999999999,Estonia
162543,1859-02-01,-2.4910000000000005,1.032,Estonia
162544,1859-03-01,-1.842,1.273,Estonia
162545,1859-04-01,3.417,0.8740000000000001,Estonia
162546,1859-05-01,11.331,1.104,Estonia
162547,1859-06-01,16.727,1.421,Estonia
162548,1859-07-01,16.988,1.495,Estonia
162549,1859-08-01,16.183999999999994,0.992,Estonia
162550,1859-09-01,11.129,0.701,Estonia
162551,1859-10-01,4.164,1.015,Estonia
162552,1859-11-01,0.53,1.5530000000000002,Estonia
162553,1859-12-01,-5.081,1.8530000000000002,Estonia
162554,1860-01-01,-5.3180000000000005,1.1179999999999999,Estonia
162555,1860-02-01,-8.085,0.9440000000000001,Estonia
162556,1860-03-01,-4.362,2.167,Estonia
162557,1860-04-01,4.4110000000000005,1.038,Estonia
162558,1860-05-01,9.387,0.631,Estonia
162559,1860-06-01,16.277,0.618,Estonia
162560,1860-07-01,18.106,0.6629999999999999,Estonia
162561,1860-08-01,16.236,1.01,Estonia
162562,1860-09-01,12.307,0.7040000000000001,Estonia
162563,1860-10-01,4.532,0.802,Estonia
162564,1860-11-01,-1.6310000000000002,0.7190000000000001,Estonia
162565,1860-12-01,-8.833,0.59,Estonia
162566,1861-01-01,-14.872000000000002,1.145,Estonia
162567,1861-02-01,-4.119,1.195,Estonia
162568,1861-03-01,-0.2810000000000001,0.664,Estonia
162569,1861-04-01,1.1990000000000005,1.003,Estonia
162570,1861-05-01,8.08,0.77,Estonia
162571,1861-06-01,16.368000000000002,1.944,Estonia
162572,1861-07-01,19.804000000000002,1.09,Estonia
162573,1861-08-01,16.009999999999998,0.693,Estonia
162574,1861-09-01,10.345999999999998,0.514,Estonia
162575,1861-10-01,5.7410000000000005,0.741,Estonia
162576,1861-11-01,-1.385,1.804,Estonia
162577,1861-12-01,-2.803,2.01,Estonia
162578,1862-01-01,-13.499,1.469,Estonia
162579,1862-02-01,-11.216,1.308,Estonia
162580,1862-03-01,-5.218,0.44799999999999995,Estonia
162581,1862-04-01,2.5340000000000003,1.101,Estonia
162582,1862-05-01,10.032,2.05,Estonia
162583,1862-06-01,13.786,1.52,Estonia
162584,1862-07-01,14.783,0.898,Estonia
162585,1862-08-01,13.860999999999999,1.26,Estonia
162586,1862-09-01,10.219,1.409,Estonia
162587,1862-10-01,5.454,1.3130000000000002,Estonia
162588,1862-11-01,-2.6510000000000002,1.046,Estonia
162589,1862-12-01,-7.548999999999999,1.4880000000000002,Estonia
162590,1863-01-01,-1.5110000000000008,2.46,Estonia
162591,1863-02-01,-2.3210000000000006,2.895,Estonia
162592,1863-03-01,-1.031,0.541,Estonia
162593,1863-04-01,3.827,1.6980000000000002,Estonia
162594,1863-05-01,9.666,1.2,Estonia
162595,1863-06-01,14.904000000000002,1.781,Estonia
162596,1863-07-01,15.097000000000001,0.879,Estonia
162597,1863-08-01,15.627,0.948,Estonia
162598,1863-09-01,13.299,0.75,Estonia
162599,1863-10-01,6.965,1.042,Estonia
162600,1863-11-01,2.237,1.204,Estonia
162601,1863-12-01,-2.394,1.297,Estonia
162602,1864-01-01,-4.724,0.914,Estonia
162603,1864-02-01,-4.4,1.652,Estonia
162604,1864-03-01,-1.55,0.968,Estonia
162605,1864-04-01,3.115,0.932,Estonia
162606,1864-05-01,5.755999999999999,0.971,Estonia
162607,1864-06-01,16.4,0.835,Estonia
162608,1864-07-01,17.986,0.395,Estonia
162609,1864-08-01,13.473999999999998,0.992,Estonia
162610,1864-09-01,10.259,1.242,Estonia
162611,1864-10-01,2.274,0.616,Estonia
162612,1864-11-01,-4.67,1.005,Estonia
162613,1864-12-01,-5.0680000000000005,1.1740000000000002,Estonia
162614,1865-01-01,-4.6789999999999985,0.855,Estonia
162615,1865-02-01,-11.498,1.198,Estonia
162616,1865-03-01,-5.195,0.539,Estonia
162617,1865-04-01,2.383,1.146,Estonia
162618,1865-05-01,10.405,1.31,Estonia
162619,1865-06-01,11.694,0.9109999999999999,Estonia
162620,1865-07-01,19.381,0.799,Estonia
162621,1865-08-01,13.835,0.696,Estonia
162622,1865-09-01,10.544,0.364,Estonia
162623,1865-10-01,3.513,0.937,Estonia
162624,1865-11-01,1.408,0.945,Estonia
162625,1865-12-01,-2.277,1.226,Estonia
162626,1866-01-01,-0.8029999999999999,0.405,Estonia
162627,1866-02-01,-7.859,0.919,Estonia
162628,1866-03-01,-4.558,0.856,Estonia
162629,1866-04-01,3.56,0.78,Estonia
162630,1866-05-01,8.203,1.125,Estonia
162631,1866-06-01,16.588,0.675,Estonia
162632,1866-07-01,15.895,0.835,Estonia
162633,1866-08-01,16.226,0.78,Estonia
162634,1866-09-01,14.326,0.397,Estonia
162635,1866-10-01,4.521,0.53,Estonia
162636,1866-11-01,-1.3869999999999998,0.6759999999999999,Estonia
162637,1866-12-01,-4.619,0.998,Estonia
162638,1867-01-01,-10.798,1.298,Estonia
162639,1867-02-01,-5.235,0.638,Estonia
162640,1867-03-01,-6.822,0.7809999999999999,Estonia
162641,1867-04-01,0.8180000000000001,1.058,Estonia
162642,1867-05-01,4.191,0.7170000000000001,Estonia
162643,1867-06-01,13.443,0.907,Estonia
162644,1867-07-01,16.084,1.175,Estonia
162645,1867-08-01,15.155999999999999,0.88,Estonia
162646,1867-09-01,9.633,0.861,Estonia
162647,1867-10-01,6.263,0.589,Estonia
162648,1867-11-01,-2.341,1.8559999999999999,Estonia
162649,1867-12-01,-9.687999999999999,1.8019999999999998,Estonia
162650,1868-01-01,-9.866,0.6920000000000001,Estonia
162651,1868-02-01,-6.62,1.431,Estonia
162652,1868-03-01,-1.405,0.556,Estonia
162653,1868-04-01,3.265,1.34,Estonia
162654,1868-05-01,10.307,1.29,Estonia
162655,1868-06-01,15.073,0.8320000000000001,Estonia
162656,1868-07-01,18.935,0.568,Estonia
162657,1868-08-01,19.047,0.889,Estonia
162658,1868-09-01,11.462,0.858,Estonia
162659,1868-10-01,6.3870000000000005,0.9209999999999999,Estonia
162660,1868-11-01,-2.7289999999999996,1.061,Estonia
162661,1868-12-01,-3.014,1.24,Estonia
162662,1869-01-01,-7.327000000000001,1.314,Estonia
162663,1869-02-01,-2.101000000000001,1.464,Estonia
162664,1869-03-01,-0.9730000000000004,1.249,Estonia
162665,1869-04-01,4.791,1.7380000000000002,Estonia
162666,1869-05-01,9.995,0.862,Estonia
162667,1869-06-01,13.563,0.667,Estonia
162668,1869-07-01,16.730999999999998,0.5770000000000001,Estonia
162669,1869-08-01,16.09,0.737,Estonia
162670,1869-09-01,11.482,0.688,Estonia
162671,1869-10-01,5.034,0.973,Estonia
162672,1869-11-01,-0.9380000000000002,0.526,Estonia
162673,1869-12-01,-2.324,1.2790000000000001,Estonia
162674,1870-01-01,-4.494,1.331,Estonia
162675,1870-02-01,-11.1,1.506,Estonia
162676,1870-03-01,-3.597,0.711,Estonia
162677,1870-04-01,4.489,1.141,Estonia
162678,1870-05-01,9.113999999999999,1.244,Estonia
162679,1870-06-01,14.61,0.903,Estonia
162680,1870-07-01,17.685000000000006,0.802,Estonia
162681,1870-08-01,14.745,0.375,Estonia
162682,1870-09-01,10.462,0.8370000000000001,Estonia
162683,1870-10-01,3.77,0.845,Estonia
162684,1870-11-01,1.187,1.636,Estonia
162685,1870-12-01,-11.564,1.516,Estonia
162686,1871-01-01,-8.755,1.1540000000000001,Estonia
162687,1871-02-01,-16.551000000000002,1.7,Estonia
162688,1871-03-01,0.26300000000000034,1.273,Estonia
162689,1871-04-01,1.129,0.8140000000000001,Estonia
162690,1871-05-01,6.802999999999999,0.6679999999999999,Estonia
162691,1871-06-01,12.935,0.8690000000000001,Estonia
162692,1871-07-01,17.882,0.447,Estonia
162693,1871-08-01,15.589,0.52,Estonia
162694,1871-09-01,8.834,0.501,Estonia
162695,1871-10-01,3.344,0.6459999999999999,Estonia
162696,1871-11-01,-1.999,0.903,Estonia
162697,1871-12-01,-4.583,0.777,Estonia
162698,1872-01-01,-3.2350000000000003,2.064,Estonia
162699,1872-02-01,-6.6629999999999985,1.508,Estonia
162700,1872-03-01,-2.146,0.6579999999999999,Estonia
162701,1872-04-01,5.145,1.2329999999999999,Estonia
162702,1872-05-01,12.741,0.593,Estonia
162703,1872-06-01,17.012999999999998,0.758,Estonia
162704,1872-07-01,17.349,0.792,Estonia
162705,1872-08-01,15.811,1.1520000000000001,Estonia
162706,1872-09-01,10.765999999999998,0.441,Estonia
162707,1872-10-01,7.09,0.4920000000000001,Estonia
162708,1872-11-01,1.904,0.924,Estonia
162709,1872-12-01,-4.292,2.037,Estonia
162710,1873-01-01,-2.885,1.3259999999999998,Estonia
162711,1873-02-01,-6.9590000000000005,1.4780000000000002,Estonia
162712,1873-03-01,-1.954,0.925,Estonia
162713,1873-04-01,1.4490000000000005,1.032,Estonia
162714,1873-05-01,8.389,0.9390000000000001,Estonia
162715,1873-06-01,16.107,0.654,Estonia
162716,1873-07-01,18.18,0.657,Estonia
162717,1873-08-01,15.581,0.503,Estonia
162718,1873-09-01,12.276,1.2109999999999999,Estonia
162719,1873-10-01,6.64,0.5670000000000001,Estonia
162720,1873-11-01,-0.238,0.387,Estonia
162721,1873-12-01,-1.861,0.715,Estonia
162722,1874-01-01,-1.3260000000000003,1.464,Estonia
162723,1874-02-01,-4.256,0.826,Estonia
162724,1874-03-01,-2.4530000000000003,1.348,Estonia
162725,1874-04-01,3.094,0.732,Estonia
162726,1874-05-01,7.045999999999999,0.77,Estonia
162727,1874-06-01,13.858,1.092,Estonia
162728,1874-07-01,16.77,0.657,Estonia
162729,1874-08-01,14.695,0.557,Estonia
162730,1874-09-01,11.659,0.599,Estonia
162731,1874-10-01,8.190999999999999,0.544,Estonia
162732,1874-11-01,-0.306,0.731,Estonia
162733,1874-12-01,-5.5520000000000005,0.831,Estonia
162734,1875-01-01,-11.367,0.9620000000000001,Estonia
162735,1875-02-01,-7.258999999999999,0.9670000000000001,Estonia
162736,1875-03-01,-5.579,1.042,Estonia
162737,1875-04-01,0.2110000000000003,0.902,Estonia
162738,1875-05-01,9.783,0.83,Estonia
162739,1875-06-01,15.505,1.131,Estonia
162740,1875-07-01,17.855999999999995,0.675,Estonia
162741,1875-08-01,15.395999999999999,0.601,Estonia
162742,1875-09-01,9.842,0.76,Estonia
162743,1875-10-01,1.854,0.685,Estonia
162744,1875-11-01,-3.365,0.645,Estonia
162745,1875-12-01,-10.419,0.7909999999999999,Estonia
162746,1876-01-01,-8.976,0.992,Estonia
162747,1876-02-01,-7.229,0.821,Estonia
162748,1876-03-01,-1.067,1.306,Estonia
162749,1876-04-01,3.88,0.72,Estonia
162750,1876-05-01,5.8839999999999995,0.772,Estonia
162751,1876-06-01,17.872,0.746,Estonia
162752,1876-07-01,17.561,0.9390000000000001,Estonia
162753,1876-08-01,15.700999999999999,0.645,Estonia
162754,1876-09-01,11.59,0.7070000000000001,Estonia
162755,1876-10-01,4.503,0.853,Estonia
162756,1876-11-01,-3.894,1.025,Estonia
162757,1876-12-01,-12.508,1.633,Estonia
162758,1877-01-01,-7.6720000000000015,1.557,Estonia
162759,1877-02-01,-7.66,1.5719999999999998,Estonia
162760,1877-03-01,-6.2319999999999975,0.75,Estonia
162761,1877-04-01,0.948,1.246,Estonia
162762,1877-05-01,7.126,0.457,Estonia
162763,1877-06-01,14.064,1.936,Estonia
162764,1877-07-01,16.523,0.688,Estonia
162765,1877-08-01,14.581,0.745,Estonia
162766,1877-09-01,8.213000000000001,0.483,Estonia
162767,1877-10-01,4.5120000000000005,0.728,Estonia
162768,1877-11-01,3.85,0.857,Estonia
162769,1877-12-01,-2.983,1.8530000000000002,Estonia
162770,1878-01-01,-6.098000000000001,1.146,Estonia
162771,1878-02-01,-3.475,0.9640000000000001,Estonia
162772,1878-03-01,-2.438,0.763,Estonia
162773,1878-04-01,4.51,0.644,Estonia
162774,1878-05-01,9.234,0.701,Estonia
162775,1878-06-01,15.208,0.838,Estonia
162776,1878-07-01,14.833,0.9990000000000001,Estonia
162777,1878-08-01,15.393999999999998,0.75,Estonia
162778,1878-09-01,12.673,0.664,Estonia
162779,1878-10-01,8.055,0.501,Estonia
162780,1878-11-01,1.749,0.863,Estonia
162781,1878-12-01,-2.7110000000000003,1.381,Estonia
162782,1879-01-01,-8.271,1.253,Estonia
162783,1879-02-01,-5.521,1.244,Estonia
162784,1879-03-01,-3.884,0.38299999999999995,Estonia
162785,1879-04-01,2.369,0.879,Estonia
162786,1879-05-01,10.228,1.095,Estonia
162787,1879-06-01,14.904000000000002,0.768,Estonia
162788,1879-07-01,15.912,1.34,Estonia
162789,1879-08-01,16.39,0.636,Estonia
162790,1879-09-01,12.565999999999999,0.8859999999999999,Estonia
162791,1879-10-01,5.207000000000002,0.757,Estonia
162792,1879-11-01,-2.489,0.67,Estonia
162793,1879-12-01,-6.045,0.8370000000000001,Estonia
162794,1880-01-01,-6.747999999999998,1.0070000000000001,Estonia
162795,1880-02-01,-4.721,0.513,Estonia
162796,1880-03-01,-3.418,0.698,Estonia
162797,1880-04-01,3.129,0.419,Estonia
162798,1880-05-01,9.49,0.682,Estonia
162799,1880-06-01,14.268,0.531,Estonia
162800,1880-07-01,17.221,0.8590000000000001,Estonia
162801,1880-08-01,17.061,0.6829999999999999,Estonia
162802,1880-09-01,12.802,0.846,Estonia
162803,1880-10-01,0.7030000000000003,0.7170000000000001,Estonia
162804,1880-11-01,-0.8909999999999999,1.631,Estonia
162805,1880-12-01,-5.216,0.6459999999999999,Estonia
162806,1881-01-01,-10.489,0.728,Estonia
162807,1881-02-01,-8.959,0.915,Estonia
162808,1881-03-01,-6.157,0.82,Estonia
162809,1881-04-01,-0.026000000000000245,0.5770000000000001,Estonia
162810,1881-05-01,8.279,0.5329999999999999,Estonia
162811,1881-06-01,14.613,1.094,Estonia
162812,1881-07-01,16.173000000000002,0.475,Estonia
162813,1881-08-01,14.451999999999998,0.537,Estonia
162814,1881-09-01,11.049,0.496,Estonia
162815,1881-10-01,3.0380000000000003,0.3720000000000001,Estonia
162816,1881-11-01,0.7559999999999999,0.6629999999999999,Estonia
162817,1881-12-01,-2.9730000000000003,0.987,Estonia
162818,1882-01-01,-0.7430000000000003,0.82,Estonia
162819,1882-02-01,-2.7460000000000004,0.7559999999999999,Estonia
162820,1882-03-01,0.5110000000000001,0.698,Estonia
162821,1882-04-01,4.141,0.512,Estonia
162822,1882-05-01,10.888,0.685,Estonia
162823,1882-06-01,14.94,0.625,Estonia
162824,1882-07-01,18.241,0.561,Estonia
162825,1882-08-01,17.826999999999995,0.584,Estonia
162826,1882-09-01,12.637,0.419,Estonia
162827,1882-10-01,3.884,0.8109999999999999,Estonia
162828,1882-11-01,-3.46,0.593,Estonia
162829,1882-12-01,-7.79,0.38799999999999996,Estonia
162830,1883-01-01,-9.028,1.001,Estonia
162831,1883-02-01,-6.7330000000000005,1.3330000000000002,Estonia
162832,1883-03-01,-6.1110000000000015,0.867,Estonia
162833,1883-04-01,2.91,0.312,Estonia
162834,1883-05-01,9.717,0.47,Estonia
162835,1883-06-01,16.813,0.872,Estonia
162836,1883-07-01,17.075,0.882,Estonia
162837,1883-08-01,14.997,0.544,Estonia
162838,1883-09-01,12.318,0.485,Estonia
162839,1883-10-01,5.5470000000000015,0.39,Estonia
162840,1883-11-01,2.9360000000000004,0.615,Estonia
162841,1883-12-01,-2.324,0.723,Estonia
162842,1884-01-01,-3.975000000000001,0.636,Estonia
162843,1884-02-01,-3.9430000000000014,0.534,Estonia
162844,1884-03-01,-2.8680000000000003,0.91,Estonia
162845,1884-04-01,1.982,0.715,Estonia
162846,1884-05-01,8.241999999999999,0.428,Estonia
162847,1884-06-01,14.862,0.797,Estonia
162848,1884-07-01,17.391000000000002,0.569,Estonia
162849,1884-08-01,14.206,0.68,Estonia
162850,1884-09-01,12.163,0.39,Estonia
162851,1884-10-01,6.305,0.725,Estonia
162852,1884-11-01,-2.2230000000000003,0.603,Estonia
162853,1884-12-01,-4.375,0.728,Estonia
162854,1885-01-01,-5.433,1.002,Estonia
162855,1885-02-01,-3.8160000000000003,0.7090000000000001,Estonia
162856,1885-03-01,-2.523,0.662,Estonia
162857,1885-04-01,3.085,0.87,Estonia
162858,1885-05-01,8.725,0.855,Estonia
162859,1885-06-01,14.081,0.6679999999999999,Estonia
162860,1885-07-01,19.176,0.679,Estonia
162861,1885-08-01,14.434,0.706,Estonia
162862,1885-09-01,9.443999999999999,0.315,Estonia
162863,1885-10-01,4.48,0.491,Estonia
162864,1885-11-01,-1.461,0.695,Estonia
162865,1885-12-01,-3.568,0.821,Estonia
162866,1886-01-01,-7.42,0.851,Estonia
162867,1886-02-01,-8.841000000000003,1.057,Estonia
162868,1886-03-01,-5.5310000000000015,0.7020000000000001,Estonia
162869,1886-04-01,4.967,0.425,Estonia
162870,1886-05-01,9.972,0.706,Estonia
162871,1886-06-01,15.406,0.687,Estonia
162872,1886-07-01,16.956,0.502,Estonia
162873,1886-08-01,16.392,0.396,Estonia
162874,1886-09-01,10.835,0.32799999999999996,Estonia
162875,1886-10-01,4.525,0.619,Estonia
162876,1886-11-01,2.4419999999999997,0.684,Estonia
162877,1886-12-01,-2.102,1.053,Estonia
162878,1887-01-01,-3.69,0.845,Estonia
162879,1887-02-01,-2.652,0.992,Estonia
162880,1887-03-01,-2.209,0.6579999999999999,Estonia
162881,1887-04-01,3.838,0.423,Estonia
162882,1887-05-01,10.709,0.611,Estonia
162883,1887-06-01,13.191,0.562,Estonia
162884,1887-07-01,17.151,0.66,Estonia
162885,1887-08-01,14.860999999999999,0.537,Estonia
162886,1887-09-01,12.362,0.505,Estonia
162887,1887-10-01,3.3710000000000004,0.425,Estonia
162888,1887-11-01,-0.413,0.69,Estonia
162889,1887-12-01,-4.989,0.539,Estonia
162890,1888-01-01,-8.611,0.9420000000000001,Estonia
162891,1888-02-01,-10.852,1.19,Estonia
162892,1888-03-01,-9.329,0.541,Estonia
162893,1888-04-01,1.631,0.63,Estonia
162894,1888-05-01,8.081999999999999,0.457,Estonia
162895,1888-06-01,12.914,0.613,Estonia
162896,1888-07-01,15.541,0.652,Estonia
162897,1888-08-01,14.892,0.4320000000000001,Estonia
162898,1888-09-01,10.925999999999998,0.506,Estonia
162899,1888-10-01,4.0360000000000005,0.616,Estonia
162900,1888-11-01,-1.24,0.507,Estonia
162901,1888-12-01,-5.2170000000000005,0.995,Estonia
162902,1889-01-01,-6.416,0.703,Estonia
162903,1889-02-01,-9.205,0.4970000000000001,Estonia
162904,1889-03-01,-6.976000000000001,0.595,Estonia
162905,1889-04-01,2.536,0.738,Estonia
162906,1889-05-01,12.827,0.526,Estonia
162907,1889-06-01,16.422,0.44799999999999995,Estonia
162908,1889-07-01,16.204,0.3670000000000001,Estonia
162909,1889-08-01,14.648,0.639,Estonia
162910,1889-09-01,9.529,0.586,Estonia
162911,1889-10-01,7.0920000000000005,0.514,Estonia
162912,1889-11-01,2.025,0.698,Estonia
162913,1889-12-01,-3.864,1.16,Estonia
162914,1890-01-01,-3.511000000000001,0.61,Estonia
162915,1890-02-01,-4.35,1.008,Estonia
162916,1890-03-01,0.14600000000000035,0.9590000000000001,Estonia
162917,1890-04-01,6.2010000000000005,0.904,Estonia
162918,1890-05-01,12.352,0.72,Estonia
162919,1890-06-01,14.514000000000001,0.37799999999999995,Estonia
162920,1890-07-01,16.255,0.426,Estonia
162921,1890-08-01,16.3,0.455,Estonia
162922,1890-09-01,12.002,0.445,Estonia
162923,1890-10-01,3.694,0.503,Estonia
162924,1890-11-01,-1.0630000000000002,0.47600000000000003,Estonia
162925,1890-12-01,-5.726,0.604,Estonia
162926,1891-01-01,-7.633999999999999,0.6990000000000001,Estonia
162927,1891-02-01,-2.91,0.522,Estonia
162928,1891-03-01,-2.33,0.402,Estonia
162929,1891-04-01,3.278,0.312,Estonia
162930,1891-05-01,10.562,0.5529999999999999,Estonia
162931,1891-06-01,13.505,0.504,Estonia
162932,1891-07-01,18.295,0.381,Estonia
162933,1891-08-01,14.475,0.297,Estonia
162934,1891-09-01,11.034,0.625,Estonia
162935,1891-10-01,6.579,0.609,Estonia
162936,1891-11-01,-2.588,0.7240000000000001,Estonia
162937,1891-12-01,-2.112,0.659,Estonia
162938,1892-01-01,-8.767999999999999,0.87,Estonia
162939,1892-02-01,-7.266,0.6759999999999999,Estonia
162940,1892-03-01,-3.853,0.708,Estonia
162941,1892-04-01,2.127,0.6809999999999999,Estonia
162942,1892-05-01,9.017,0.392,Estonia
162943,1892-06-01,12.828,0.47600000000000003,Estonia
162944,1892-07-01,15.273,0.39299999999999996,Estonia
162945,1892-08-01,15.212,0.408,Estonia
162946,1892-09-01,12.181,0.503,Estonia
162947,1892-10-01,4.489,0.354,Estonia
162948,1892-11-01,0.136,0.6559999999999999,Estonia
162949,1892-12-01,-7.3679999999999986,0.868,Estonia
162950,1893-01-01,-14.345999999999998,0.927,Estonia
162951,1893-02-01,-13.532,0.53,Estonia
162952,1893-03-01,-3.431,0.579,Estonia
162953,1893-04-01,1.3210000000000002,0.37799999999999995,Estonia
162954,1893-05-01,8.459999999999999,0.529,Estonia
162955,1893-06-01,14.45,0.579,Estonia
162956,1893-07-01,16.464000000000002,0.578,Estonia
162957,1893-08-01,15.311,0.44299999999999995,Estonia
162958,1893-09-01,9.268,0.43,Estonia
162959,1893-10-01,6.604,0.42,Estonia
162960,1893-11-01,-1.1880000000000002,0.7290000000000001,Estonia
162961,1893-12-01,-2.4730000000000003,0.6659999999999999,Estonia
162962,1894-01-01,-3.928,0.627,Estonia
162963,1894-02-01,-3.043,0.703,Estonia
162964,1894-03-01,-0.6809999999999999,0.799,Estonia
162965,1894-04-01,6.475,0.298,Estonia
162966,1894-05-01,11.078,0.47200000000000003,Estonia
162967,1894-06-01,14.102,0.275,Estonia
162968,1894-07-01,16.949,0.27,Estonia
162969,1894-08-01,15.902,0.462,Estonia
162970,1894-09-01,8.197000000000001,0.327,Estonia
162971,1894-10-01,2.887,0.445,Estonia
162972,1894-11-01,1.224,0.455,Estonia
162973,1894-12-01,-2.965,0.502,Estonia
162974,1895-01-01,-6.6690000000000005,0.618,Estonia
162975,1895-02-01,-12.377,0.534,Estonia
162976,1895-03-01,-4.497,0.35700000000000004,Estonia
162977,1895-04-01,3.035,0.5870000000000001,Estonia
162978,1895-05-01,12.396999999999998,0.66,Estonia
162979,1895-06-01,16.122,0.324,Estonia
162980,1895-07-01,16.632,0.53,Estonia
162981,1895-08-01,15.613,0.371,Estonia
162982,1895-09-01,10.999,0.429,Estonia
162983,1895-10-01,5.79,0.20199999999999999,Estonia
162984,1895-11-01,1.1640000000000001,0.374,Estonia
162985,1895-12-01,-5.8130000000000015,0.516,Estonia
162986,1896-01-01,-4.74,0.753,Estonia
162987,1896-02-01,-5.6629999999999985,0.392,Estonia
162988,1896-03-01,-1.802,0.408,Estonia
162989,1896-04-01,2.379,0.632,Estonia
162990,1896-05-01,9.576,0.344,Estonia
162991,1896-06-01,18.022,0.28,Estonia
162992,1896-07-01,19.279,0.436,Estonia
162993,1896-08-01,15.598999999999998,0.539,Estonia
162994,1896-09-01,11.087,0.402,Estonia
162995,1896-10-01,7.564999999999999,0.659,Estonia
162996,1896-11-01,-2.5330000000000004,0.5820000000000001,Estonia
162997,1896-12-01,-5.119,0.457,Estonia
162998,1897-01-01,-9.223,0.843,Estonia
162999,1897-02-01,-7.0539999999999985,0.466,Estonia
163000,1897-03-01,-2.958,0.478,Estonia
